title,text,subject,date
"Trump pressures Lockheed, says told Boeing to price out fighter aircraft","HONOLULU/LOS ANGELES (Reuters) - U.S. President-elect Donald Trump heaped pressure on Lockheed Martin Corp on Thursday, saying he viewed costs for the aerospace company’s F-35 fighter as too high and had asked Boeing Co to offer a price for an older aircraft that lacks the same stealth capabilities.  Trump posted his Twitter message a day after the president-elect met with the chief executives of both aerospace companies, using the bully pulpit to press them on projects he says are too expensive.  In after-hours trading following Trump’s tweet, Lockheed shares fell 2 percent and Boeing’s rose 0.7 percent. “Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!” Trump said. Lockheed declined to comment. The F-35 program is a critical sales generator for the company, accounting for 20 percent of last year’s revenue of $46.1 billion. The Pentagon did not immediately respond to a request for comment. Boeing spokesman Todd Blecher said in an email that the company was committed to providing the capability and affordability to meet national security needs. While the F-35 program has been dogged by problems and costs have escalated to an estimated $379 billion, it is significantly newer than the F-18, which does not have the same stealth capabilities.  “They’re two completely different aircraft from different generations,” said Phillip Carter, a senior fellow at the Center for a New American Security, a Washington-based think tank. “It’s like comparing an old jeep to a Humvee.” Dan Grazier of the Project on Government Oversight, a nonprofit that investigates government contractors, said the F-35’s stealth capabilities drove the cost up, but its usefulness had not yet been demonstrated. He said canceling the program, however, would be “disruptive.” On the campaign trail, Trump touted his negotiating skills as a businessman, and he appears to be using similar tactics as he prepares to take office on Jan. 20. It was not clear how his blunt style would translate to Pentagon procurement or international diplomacy.     On Wednesday, Trump met the CEOs of Lockheed and Boeing at his resort in Palm Beach, Florida. Boeing CEO Dennis Muilenburg told reporters there that he had guaranteed costs would not get out of control for a replacement to Air Force One, the presidential plane, another project Trump calls too expensive.     Lockheed Chief Executive Marillyn Hewson did not speak to reporters but said in a statement that the meeting was “productive.” Trump told reporters he wanted to cut the F-35 program’s costs.  If he scrapped the F-35, such a move by a new administration would have some precedent. Then-President Jimmy Carter canceled the B-1 bomber program in June 1977, although it was resurrected by his White House successor, Ronald Reagan. Trump’s jockeying for leverage via his Twitter account is likely to be a hurdle for all U.S. defense contractors in the next administration, Roman Schweizer, aerospace and defense analyst at financial services firm Cowen & Co, wrote in a note to clients on Thursday. “We have no idea how this plays out but believe ‘Twitter risk’ for defense companies could be a significant issue over the next four years,” Schweizer wrote. “This is Lockheed Martin’s time in the barrel.” ",politicsNews,"December 22, 2016 "
Mexico says president Pena Nieto to meet Trump on Wednesday,"MEXICO CITY (Reuters) - Mexican President Enrique Pena Nieto will meet U.S. Republican presidential candidate Donald Trump for a private meeting on Wednesday, Pena Nieto’s office said via Twitter on Tuesday. The Mexican presidency said the government had sent an invitation to both Trump and Democratic hopeful Hillary Clinton for talks and that Trump’s team had accepted. A spokesman for the Mexican presidency said the meeting would be in Mexico and that details of the encounter were still being worked out. ",politicsNews,"August 31, 2016 "
Trump handling of security information at Mar-a-Lago queried by House panel,"WASHINGTON (Reuters) - President Donald Trump’s handling of U.S. security information at his Florida resort came under congressional scrutiny on Tuesday as a watchdog panel asked the White House to explain reports that Trump dealt with a sensitive foreign policy issue in view of club guests. Representative Jason Chaffetz, head of the House of Representatives oversight committee, sent a letter asking the White House for details on how Trump and Japanese Prime Minister Shinzo Abe responded to a North Korean ballistic missile test while visiting the Mar-a-Lago golf resort over the weekend. Photos taken by private guests in the club’s public dining area showed Trump and Abe conferring and looking at documents while surrounded by their aides following Pyongyang’s missile launch. “Reports and social media accounts have suggested White House staff used their own cell phones to provide illumination for reviewing documents,” Chaffetz said in a letter to White House chief of staff Reince Priebus. “Separately, one Mar-a-Lago guest posted to his Facebook page a photograph with a man described to be the holder of the ‘nuclear football,’” he added. White House spokesman Sean Spicer told reporters on Tuesday that Trump had been briefed on the North Korea situation with his national security team at a Sensitive Compartmented Information Facility, or SCIF, in Mar-a-Lago before and after the dinner. Spicer said a photo was taken later at the dinner Trump attended, and “everyone jumped to nefarious conclusions” about what may or may not have been discussed. “There is a SCIF there. It was utilized on two occasions that evening to convey to the president by his national security team the situation in North Korea,” Spicer said. While recognizing Spicer had denied any classified material was present in the dining room, Chaffetz said: “Discussions with foreign leaders regarding international missile tests, and documents used to support those discussions, are presumptively sensitive.” Chaffetz asked Priebus to explain to the committee whether security protocols were followed during the discussions, to identify which documents were reviewed at the dinner table in view of the guests and to explain whether any classified material was discussed in the resort’s common areas. He also asked for details on how the guests at Mar-a-Lago are vetted to ensure they are not foreign agents and to describe what security protocols are in place at the resort besides the SCIF. ",politicsNews,"February 14, 2017 "
Transport minister doesn't think Britain will leave EU without a deal,"LONDON (Reuters) - British transport minister Chris Grayling said on Sunday he didn t think Britain would leave the European Union without a negotiated deal with the bloc. Negotiations are deadlocked between Prime Minister Theresa May s government and the EU on securing a divorce settlement and agreement on future relations, raising the prospect that Britain could walk away from talks without a deal.  I don t think we ll get to that position,  Grayling, a leading campaigner for  Leave  at least year s referendum, told the BBC when asked what the consequences of leaving without a deal would be. Grayling also said he thought there was no danger of Brexit stopping airlines being able to fly into and out of the country. He said he believed Britain would end up remaining a member of the European Aviation Safety Agency, which oversees safety legislation.  I m of the view that at the end of the negotiations I would expect that to be the case,  he said when asked whether Britain would remain a member of the organization. ",worldnews,"October 15, 2017 "
Factbox: Short list of potential picks for Trump administration,"(Reuters) - New candidates to serve in U.S. President-elect Donald Trump’s Cabinet emerged on Wednesday, including U.S. Senator Ted Cruz as a potential attorney general and North Carolina Governor Nikki Haley as secretary of state, as he works to fill administration positions ahead of his inauguration on Jan. 20. Trump said on Sunday he would hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor. Below are people mentioned as contenders for senior roles. * Steven Mnuchin, former Goldman Sachs Group Inc executive and Trump’s campaign finance chairman * Jeb Hensarling, U.S. representative from Texas and chairman of the House Financial Services Committee * Jamie Dimon, JPMorgan Chase & Co chief executive officer * Tom Barrack, founder and chairman of Colony Capital Inc * Rudy Giuliani, former mayor of New York City * Nikki Haley, governor of South Carolina  * John Bolton, former U.S. ambassador to the United Nations under President George W. Bush * Bob Corker, U.S. senator from Tennessee and chairman of the Senate Foreign Relations Committee * Newt Gingrich, former U.S. House of Representatives speaker * Zalmay Khalilzad, former U.S. ambassador to Iraq * Jeff Sessions, U.S. senator from Alabama and early Trump supporter, member of the Senate Armed Services Committee * Tom Cotton, U.S. senator from Arkansas       * Retired Lieutenant General Michael Flynn, former director of the Defense Intelligence Agency  * Jon Kyl, former U.S. senator from Arizona * Duncan Hunter, U.S. representative from California and early Trump supporter, member of the House Armed Services Committee * Jim Talent, former U.S. senator from Missouri who was on the Senate Armed Services Committee  * Kelly Ayotte, outgoing U.S. senator from New Hampshire and member of the Senate Armed Services Committee * Rudy Giuliani * Ted Cruz, U.S. senator from Texas * Jeff Sessions, senior member of the Senate Judiciary Committee who takes a hard line on immigration * Kris Kobach, Kansas secretary of state, architect of anti-immigration efforts who says he is advising Trump on immigration issues * Pam Bondi, Florida attorney general  * Trey Gowdy, U.S. representative from South Carolina who headed the House committee that investigated the 2012 attacks on the U.S. mission in Benghazi, Libya * Chris Christie, New Jersey governor * Henry McMaster, lieutenant governor of South Carolina * Newt Gingrich * Tom Price, U.S. representative from Georgia who is an orthopedic surgeon * Rick Scott, Florida governor  * Rich Bagger, former pharmaceutical executive and former top aide to New Jersey Governor Chris Christie * Bobby Jindal, former Louisiana governor * Michael McCaul, U.S. representative from Texas and chairman of the House Homeland Security Committee * David Clarke, Milwaukee county sheriff and vocal Trump supporter  * Joe Arpaio, outgoing Maricopa County, Arizona, sheriff who campaigned for Trump  * Jeff Holmstead, energy lawyer, former EPA official during George W. Bush administration * Mike Catanzaro, energy lobbyist, former EPA official during George W. Bush administration * Robert Grady, venture capitalist, partner in private equity firm Gryphon Investors  * Leslie Rutledge, Arkansas attorney general * Carol Comer, commissioner of the Indiana Department of Environmental Management * Harold Hamm, Oklahoma oil and gas mogul, chief executive of Continental Resources Inc * Kevin Cramer, U.S. Representative from North Dakota * Robert Grady * Larry Nichols, co-founder of Devon Energy Corp * James Connaughton, chief executive of Nautilus Data Technologies and a former environmental adviser to President George W. Bush * Sarah Palin, former Alaska governor, 2008 Republican vice presidential nominee * Jan Brewer, former Arizona governor * Forrest Lucas, founder of oil products company Lucas Oil * Harold Hamm * Robert Grady * Wilbur Ross, billionaire investor, chairman of Invesco Ltd subsidiary WL Ross & Co * Linda McMahon, former world Wrestling Entertainment executive and two-time Senate candidate * Retired Lieutenant General Ronald Burgess, former Defense Intelligence Agency chief  * Robert Cardillo, director of the National Geospatial-Intelligence Agency * Pete Hoekstra, former U.S. representative from Michigan * Retired Lieutenant General Michael Flynn * Pete Hoekstra * Michael Flynn * Stephen Hadley * Kelly Ayotte * Richard Grenell, former spokesman for the United States at the United Nations  * Peter King, U.S. representative from New York * Dan DiMicco, former chief executive of steel producer Nucor Corp * Jeff Miller, retiring U.S. representative from Florida and chairman of the Veterans Affairs committee The Trump transition team confirmed he would choose from the list of 21 names he drew up during his campaign, including U.S. Senator Mike Lee of Utah, and William Pryor, a federal judge with the 11th U.S. Circuit Court of Appeals.  ",politicsNews,"November 17, 2016 "
EU's Tusk appealed to Rajoy to avoid escalation in Catalonia,"BRUSSELS (Reuters) - European Council President Donald Tusk appealed to Spanish Prime Minister Mariano Rajoy on Monday to seek ways to avoid escalation in Catalonia and the use of force following Sunday s independence referendum in the region. After speaking to Rajoy, Tusk tweeted:  Sharing his constitutional arguments, I appealed for finding ways to avoid further escalation and use of force.  ",worldnews,"October 2, 2017 "
Britain to limit acid sales after steep rise in assaults,"MANCHESTER, England (Reuters) - Britain will limit sales of sulphuric acid and outlaw the sale of such corrosive substances to children after a spate of assaults and its possible use to make bombs, interior minister Amber Rudd said on Tuesday. Much to public alarm, the number of incidents where assailants have used acid has risen sharply, with police figures suggesting there had been more than 400 corrosive substance attacks in the six months to April this year. Many victims were left with serious, life-changing injuries as a result. The proposed new laws will make it illegal to sell the most harmful corrosive substances to under-18s while the carrying of acid in public without good reason will be banned.  Acid attacks are absolutely revolting,  Home Secretary Rudd told party activists at the Conservative Party Conference in the northern English city of Manchester.  You have all seen the pictures of victims that never fully recover; endless surgeries, lives ruined.   Rudd said she also intended to  drastically  limit the public sale of sulphuric acid because of its use in making the highly volatile triacetone triperoxide (TATP), known as  mother of Satan , which is often used as a detonator in home-made explosives. Police say TATP was used in an attempted bombing on a packed London underground train last month which injured 30 people. The bomb engulfed a carriage in flames but failed to explode fully. At the moment, businesses that sell sulphuric acid have to tell the police of any theft or loss, but the new law would mean anyone wanting to buy it above a certain concentration would have to have a Home Office license. Rudd also announced plans to further restrict the online sale of knives to under-18s following a significant increase in the number of stabbings. ",worldnews,"October 3, 2017 "
Hawaii issues first challenge to Trump's new travel ban,"(Reuters) - The state of Hawaii requested emergency court intervention on Wednesday to halt a revised executive order from President Donald Trump placing U.S. entry restrictions on refugees and travelers from six Muslim-majority countries. Arguing that the new travel ban violates the U.S. Constitution, the state asked a Hawaii federal court to grant a temporary restraining order that should apply nationally. U.S. District Court Judge Derrick Watson ruled earlier in the day that the state could sue over Trump’s new order, which was signed by the president on Monday.  It is the first legal challenge to the revised order. Watson said the state could revise its initial lawsuit, which had challenged Trump’s original ban signed in January. A hearing is set for March 15, a day before the new ban is to go into effect.  The government has said the president has wide authority to implement immigration policy and that the travel rules are necessary to protect against terrorist attacks.  Some legal experts have said court challenges will be more difficult now because changes to the order give exemptions to more people.  The revised travel order changed and replaced the original, more sweeping ban issued on Jan. 27 that caused chaos and protests at airports and was challenged in more than two dozen lawsuits around the country. A federal judge in Seattle put the first order on hold, in a decision upheld by an appeals court in San Francisco. The new order is much more narrowly tailored. It keeps a 90-day ban on travel to the United States by citizens of Iran, Libya, Syria, Somalia, Sudan and Yemen, but excludes Iraq and applies the restriction only to new visa applicants. It also removed an indefinite ban on all refugees from Syria.  The order no longer covers legal residents or existing visa holders, and makes waivers possible for some business, diplomatic and other travelers.  Immigration advocates have said the new ban, like the original one, discriminates against Muslims. But the first hurdle in a lawsuit is proving “standing” to sue, which means finding someone who has been harmed by the policy. With so many exemptions, legal experts have said it might be hard to find individuals that a court would rule have a right to sue. Hawaii claims its state universities would be harmed by the order because they would have trouble recruiting students and faculty. It also says the island state’s economy would be hit by a decline in tourism. The court papers cite reports that travel to the United States “took a nosedive” after Trump’s actions. The state was joined by a new plaintiff named Ismail Elshikh, an American citizen from Egypt who is an Imam at the Muslim Association of Hawaii whose mother-in-law lives in Syria, according to the lawsuit.   “This second Executive Order is infected with the same legal problems as the first Order,” the state said in court papers filed on Tuesday. The President’s order “is subjecting a portion of Hawaii’s population, including Dr. Elshikh, his family, and members of his Mosque, to discrimination and second-class treatment,” Hawaii said. The lawsuit says that Elshikh fears his mother-in-law will not be able to enter the country under the new order. “The family is devastated,” the filing said.  One of the groups eligible for waivers under the new ban are those seeking to visit or live with a close relative and who would face hardship if denied entry.  Adam Lauridsen, a San Francisco attorney representing students challenging Trump’s first order, said the waiver provisions in the new ban are similar to case-by-case exemptions allowed in the first ban. Earlier legal challenges were allowed to move forward despite those waivers, he said. In support of its actions, the Trump administration has cited a section of law that says the president can suspend  entry to the United States by “any class” of foreigners if he finds it would be “detrimental to the interests” of the country. ",politicsNews,"March 8, 2017 "
Graft probe into Mexico president's ally poses tricky challenge ahead of elections,"MEXICO CITY (Reuters) - With a tight general election looming next year, Mexican President Enrique Pena Nieto faces a tough choice on whether to pursue a graft probe involving a prominent ally and Brazilian construction firm Odebrecht. Mexico s top prosecutor, acting Attorney General, Alberto Elias Beltran, on Friday fired the federal attorney general responsible for electoral crimes, adding fuel to a case that may complicate the president s efforts to shake off allegations of corruption in the run-up to the July 2018 presidential vote. The dismissal of top electoral prosecutor, Santiago Nieto, came two days after he accused Emilio Lozoya, the former boss of state oil firm Pemex, and a longtime ally of President Pena Nieto, in a newspaper interview of writing to him to ask to be declared innocent of funneling Odebrecht cash to political campaigns. In Brazil, Odebrecht has admitted to paying bribes in several countries in Latin America, including Mexico.  President Pena Nieto s party, the Institutional Revolutionary Party (PRI), has been the dominant force of Mexican politics for the best part of a century, but has long been a byword for corruption. Mindful that the issue of corruption has become central to the 2018 election, the unpopular PRI has overseen the arrest of various former state governors, but Lozoya poses a more difficult challenge, given his proximity to the president.   If they investigate (Lozoya) deeply, I think it would be the end of the party in power. If they don t, they stir up more public anger,  said Paulo Diez, an anti-corruption lawyer who has taken on the government in high-profile graft scandals. Four days after becoming acting Attorney General, Alberto Elias Beltran dismissed Santiago Nieto on the grounds he had broken the office s code of conduct for public officials, his office said on Friday. The dismissal was attacked by the conservative National Action Party (PAN) and the leftist Party of the Democratic Revolution (PRD), opposition parties which questioned the impartiality of Pena Nieto s government.      Santiago Nieto told newspaper Reforma on Wednesday that Lozoya s letter was a bid to secure  impunity  and that Odebrecht money had entered political campaigns. Nieto s office confirmed the letter s existence, as well as the investigation into the former Pemex chief executive, when contacted by Reuters. Lozoya said in a press conference that he is innocent of all accusations and that he did not funnel cash to President Pena Nieto s campaign.  President Pena Nieto has also previously denied Odebrecht bribes made their way into his party s coffers.  Lozoya s lawyer, Javier Coello, denied his client had written seeking leniency interviews.  Coello also shared with Reuters a letter sent to Santiago Nieto, in which Lozoya asked to be informed of any criminal investigation into him, and to be called to testify if needed. That letter did not mention any appeals for clemency. Odebrecht has admitted to U.S. and Brazilian prosecutors that it paid $10.5 million in bribes in Mexico. Details of the payments have not been made public, though in August, Brazilian and Mexican media reported that Lozoya had asked Odebrecht executives for bribes in 2012 in return for contracts, citing testimony from Odebrecht employees.  On Monday this week, Attorney General Raul Cervantes stood down, telling Senators his office had concluded investigations into Odebrecht. However, the details have yet to be published.  ",worldnews,"October 21, 2017 "
Co-leader of Germany's far-right AfD to quit in major blow,"BERLIN (Reuters) - Frauke Petry, co-leader of the far-right Alternative for Germany, said on Tuesday she was leaving the party in a major blow to its credibility just two days after it surged to third place in a national election. The anti-immigrant AfD won 12.6 percent of the vote in Germany s election on Sunday, becoming the third-largest group in parliament and the first from the far-right to win seats in the Bundestag since the 1950s.  Petry, the highest-profile figure in the AfD s more moderate wing, had shocked other senior members by saying on Monday she would not sit with the AfD in the Bundestag (lower house) but rather as an independent member of parliament. Her husband, another senior AfD figure, is also leaving the party.   We tried to change course but you have to realize when you reach a point when that is no longer possible,  Petry, a 42-year-old chemist, told reporters in the eastern city of Dresden.  I have five children for whom I am responsible and ultimately you have to be able to look yourself in the mirror.  Petry has clashed with other senior members, arguing for the party to take a more moderate course to make it possible for it to join a coalition government. Her husband, Marcus Pretzell - head of the AfD in the western state of North Rhine-Westphalia (NRW) and also an MP in the European Parliament - is quitting the party and will become an independent MP, a spokesman for the AfD in NRW said. The spokesman said Pretzell and another AfD lawmaker in NRW s regional assembly who is also leaving the party had made the decision for reasons of  personal integrity . On Monday, four of the 17 AfD lawmakers in the assembly of the eastern state of Mecklenburg-Vorpommern announced they were bolting because the party had become more radical. Europe s far-right parties have a history of infighting among their various factions. Marine Le Pen, leader of France s National Front, last week lost her deputy over policy differences.  Alexander Gauland and Alice Weidel, the AfD s top candidates during the election campaign, were elected as chairs of the party s parliamentary group on Tuesday. Gauland is a supporter of Bjoern Hoecke, a senior AfD member who has courted controversy by denying that Adolf Hitler was  absolutely evil  and calling Berlin s Holocaust Memorial a  monument of shame . Weidel was originally an opponent of Hoecke but has not been so critical of him lately. Weidel said she did not expect other lawmakers to quit the party but added:  We ll have to see. The step surprised us all, but there are not yet any trends recognizable in the future parliamentary group.  Senior AfD member Dirk Driesang, who in July founded a moderate group within the AfD called the  Alternative Centre , with which Petry was said to sympathize, told news magazine Der Spiegel that the group could not understand Petry s decision and would not be following in her footsteps. He said the group would continue to fight for the AfD to take a moderate course and added that  a spin-off from the AfD is a stillbirth . Driesang pointed to the example of Bernd Lucke, who founded the AfD then left in 2015 due to what he saw as rising xenophobia and then formed a new, unsuccessful party. Petry was the most recognizable face in the AfD during its swift rise over the past two years. But she said on Monday she could not stand with an  anarchistic party  that lacked a credible plan to govern. For months, Petry has urged the AfD to soften its stance and prepare to join coalition governments, while others wanted the party to stick to opposition. Mainstream parties refuse to work with the AfD. She had also distanced herself from some of the AfD s more radical senior members, saying their comments were putting voters off. Gauland caused a scandal during the election campaign by saying Germans should be proud of their World War Two soldiers. He also said the integration minister should be  disposed of  in Turkey, where her parents come from. As the AfD convened in Berlin on Tuesday for its first parliamentary group meeting, Gauland said discussions in the Bundestag would not echo those of the party s campaign.  It s clear that the talks during the campaign are different to those held in parliament,  he said.   ",worldnews,"September 26, 2017 "
German admits selling gun to Munich attack shooter,"BERLIN (Reuters) - A 32-year-old German man admitted in court on Monday that he sold the weapon used by a teenage gunman who killed nine people in Munich last year, a court spokesman said, adding that the defendant told relatives he felt sorry for his actions. David Ali Sonboly, 18, killed nine people before shooting himself dead. Another 27 people were injured. Police concluded the German-born Sonboly was a deranged lone gunman obsessed with mass killings who drew no inspiration from Islamist militancy. The Munich public prosecutor s office has charged the accused, identified only as Philipp K., as is customary in German law, with selling weapons illegally and nine counts of negligent homicide as well as five counts of negligently causing grievous bodily harm.  A written statement was read, acknowledging that the accused had traded with weapons. The defendant expressed his regret that one of these firearms was used in the rampage here in Munich,  court spokesman Florian Gliwitzky said.  He offered his apologies to the relatives and with this, he also expressed that he was regretting his actions.  A spokeswoman for the public prosecutor said the suspect so far only had admitted to the charge of selling weapons illegally. She added that evidence revealed during the hearing showed that the suspect had far-right attitudes. A defense lawyer said his client would not give any more statements in the course of the trial. Authorities arrested the man in Marburg, about 100 km (65 miles) north of Frankfurt a year ago, after contacting him on the so-called  dark net  and posing as buyers for an automatic weapon and a Glock 17 pistol for 8,000 euros ($9,550). During a sting operation, the suspected arms dealer said he had sold the 18-year-old Iranian-German another Glock 17 pistol during a meeting in Marburg, followed by 350 rounds of ammunition during a second meeting. Authorities around Europe are concerned that secretive marketplaces make it too easy for criminals and militants to obtain weaponry that has traditionally been highly regulated across Europe. ",worldnews,"August 28, 2017 "
"In schools and hospitals, Turkey carves north Syria role","AL-BAB, Syria/BEIRUT/ANKARA (Reuters) - Children returning to school in the northern Syrian city of al-Bab were handed a new textbook this term:  T rk e  reniyorum  -  I am learning Turkish . Turkish lessons, Turkish signposts, Turkish-trained police and most recently a Turkish post office all point to Turkey s deepening role in an area of northern Syria it captured from Islamic State (IS) with the help of Syrian rebels. Turkish administrators are even helping to run hospitals in the area.  Ankara has taken on a widening role in the 100-km (60-mile) stretch of territory seized in its eight-month long  Euphrates Shield  operation, laying the foundations for long-term ties with an area that is of crucial strategic importance to Turkey. Launched to drive IS away from the border, the operation also aimed to block further expansion by Syrian Kurdish groups that Ankara deems a threat to its national security. With the Euphrates Shield region calm for months, Ankara says it wants to help recovery and to encourage a return of Syrian refugees, millions of whom fled the six-year-long war into Turkey. But Turkish support is also consolidating the region s status as a Syrian opposition-held territory where Turkey-backed Syrian opposition groups are building their own government even as the forces of President Bashar al-Assad win back swathes of the country elsewhere.  After Daesh (Islamic State) was expelled ... we returned and the cities were suffering from large-scale destruction and general ruin,  said Mohammad Karaz, director of education in al-Bab.  Some schools were wiped out entirely,  he said.  The restoration was done by our Turkish brothers who restored 10 schools, one of which we are sitting in today,  he said during an interview at the Major Bulent al-Bayrak elementary school, named after a Turkish officer killed while fighting Islamic State for control of al-Bab.  Arabs and Turks are siblings  reads a mural in the schoolyard. Turkish aid includes stationery, books and clothes. Karaz said the schools were teaching a Syrian curriculum modified to remove the state s Baathist ideology. The decision to add Turkish was taken unanimously by Syrian education officials in the area, he said. Turkish classes, taught by Syrians trained in Turkey, have started for pupils aged between six and nine. Explaining the decision, Karaz noted that two-thirds of al-Bab citizens had sought refuge in Turkey. Turkish authorities had given assurances that qualifications from schools in the area would  be recognized in Turkey and students can apply to Turkish universities , he said. A senior Turkish official said Ankara aimed to recreate  the conditions to bring life back to normal  in the area which is located northeast of the city of Aleppo and stretches to the western bank of the Euphrates River. Turkish support included health care, security, food and police training.   Turkey wants the Syrians living (in Turkey) to return to their country ... However, it will continue to host the Syrians here and provide humane living conditions for the Syrians in the regions under its control for as long as necessary,  the official told Reuters. Turkish President Tayyip Erdogan, in a speech last weekend, said:  We don t have a wish to occupy these lands but we want the rightful owners to go back there.  Damascus has, however, long accused Turkey, a major backer of the Syrian opposition to Assad, of colonial ambitions in northern Syria. The front page of the pro-Damascus Lebanese newspaper al-Akhbar on Thursday declared that Ankara was undertaking the  Turkification  of the area. Turkey s intervention was driven chiefly by concern over the growing sway of Syrian Kurdish groups seen by Ankara as an extension of the Kurdistan Workers Party (PKK), which has waged a three-decade long insurgency against the Turkish state. The Euphrates Shield operation shattered the Syrian Kurds  hopes of joining up two Kurdish-dominated regions of northern Syria, where the war has allowed Kurdish militia to carve out their own autonomous regions. The Syrian opposition s efforts to establish their own  interim government  in the Euphrates Shield area received a big boost this week when a Free Syrian Army (FSA) rebel group handed it control of a border crossing to Turkey. The interim government s aims include drawing investment to move  the people from a state of war to work and building the region , said Khaled Aaba, a senior official with the Jabha Shamiya FSA group that handed over Bab al-Salama crossing. Crediting Turkey for standing by  Syrians in their travails , he said Ankara was  actively participating in supporting administrative and service institutions in the area .  The existence of (the interim) government better organizes this relationship.  Turkey s support to the health sector has included repairing and expanding hospitals previously operated by the Syrian state. Turkish administrators are working alongside Syrians at the Hikmeh Hospital in al-Bab, said Ahmad Aabo, a Syrian medical official in the city. Turkey s main project is a 200-bed hospital that will replace one destroyed during the war with IS.  The companies taking control of the construction are Turkish, we don t have companies capable of doing such a project,  said Aabo, speaking to Reuters in a telephone interview from the city. He said work on the hospital, which began a month ago, should be completed by New Year, comparing the rapid pace of the Turkish project with the 25 years it had taken to build its predecessor.     Turkish support for Syrian security forces has included training police officers who began deploying in the region in January. Abdel Razzak al-Laz, the head of the  National Police and General Security Forces , said 7,000 have now been deployed.      Everyone wants the return of security and stability, wants to see a police patrol at night and during the day,  said Laz, a police director when he defected to the opposition in 2012.  The numbers are increasing, and there are continuous courses.       ",worldnews,"October 12, 2017 "
Pennsylvania $2 bln budget gap is 'time bomb': governor,"NEW YORK (Reuters) - Pennsylvania’s $2 billion budget deficit is a “time bomb” that could cause “fiscal catastrophe the likes of which we have never seen” if it is not resolved, Governor Tom Wolf said in his budget address on Tuesday. Wolf proposed a $32.7 billion fiscal 2017 budget that would add $200 million of funding for K-12 public schools and another $110 million to early and special education programs. Including pension contributions, the budget would be nearly $33.3 billion. To pay for the increases, Wolf would increase personal income taxes by nearly 11 percent to 3.4 percent, expand sales taxes, raise taxes on tobacco products and implement a 6.5 percent severance tax on natural gas producers, according to documents released during his speech. But dominating Wolf’s message was the budgetary crisis escalated by political gridlock. Wolf, a Democrat, and the Republican-led legislature have disagreed since this time last year, when Wolf proposed his first budget. Now seven months after the start of fiscal 2016 on July 1, the state still has only a partial $23.4 billion emergency spending plan. Wolf had been ready to sign a negotiated $30.8 billion agreement but it was scuttled in December. Wolf reminded lawmakers of that turn of events on Tuesday. In web-streamed remarks, he urged them to send the agreement back to him. “House Republican leaders just walked away,” he said during his speech at the state capitol in Harrisburg. Some booed in response.  “Yelling will not make it go away,” Wolf said. “We need to do what’s right,” he continued, to applause. He later told lawmakers to “find another job” if they could not reach a solution. His 2017 proposal is built upon the eventual approval of that compromise budget for the current fiscal year.  Senate Republicans, who had passed the budget compromise, said Wolf was “doubling down” on last year’s proposal. “This retread budget proposal offers superficial changes to his sizable tax-and-spend plan that has already been soundly opposed by taxpayers,” Senate Majority Leader Jake Corman said in a statement on Tuesday. Unless next year’s deficit is closed, property taxes for homeowners will skyrocket, Wolf said. More than 23,000 teachers and school employees would be cut, as would special education and pre-kindergarten programs.  Services for senior citizens, the mentally ill, child care and domestic violence shelters also would be slashed, he said. Wolf’s address was no olive branch, said Muhlenberg College political scientist Christopher Borick.  “He turned up the heat,” Borick said. ",politicsNews,"February 9, 2016 "
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"(Reuters) - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says.  Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year. ",politicsNews,"April 21, 2017 "
