loss,accuracy,val_loss,val_accuracy
0.4454345703125,0.7820773720741272,0.4230082035064697,0.8130081295967102
0.4466627240180969,0.7800407409667969,0.422930508852005,0.8130081295967102
0.44824227690696716,0.790224015712738,0.42033815383911133,0.8211382031440735
0.45648932456970215,0.7820773720741272,0.42045846581459045,0.8048780560493469
0.46357065439224243,0.771894097328186,0.4221181273460388,0.8048780560493469
0.47895902395248413,0.7698574066162109,0.4220021963119507,0.8130081295967102
0.4354361295700073,0.7942973375320435,0.4213612377643585,0.8130081295967102
0.44472038745880127,0.7963340282440186,0.42159318923950195,0.8048780560493469
0.4470016360282898,0.7922607064247131,0.4255455434322357,0.8048780560493469
0.45254266262054443,0.7780040502548218,0.4217486083507538,0.8130081295967102
0.44787701964378357,0.771894097328186,0.42318829894065857,0.8130081295967102
0.4396318793296814,0.8105906248092651,0.42461925745010376,0.8130081295967102
0.44994959235191345,0.7922607064247131,0.42447736859321594,0.8130081295967102
0.4354049861431122,0.7881873846054077,0.42353203892707825,0.8130081295967102
0.4296906590461731,0.8085539937019348,0.42067503929138184,0.8130081295967102
0.4553922414779663,0.7800407409667969,0.420462042093277,0.8130081295967102
0.44266828894615173,0.7922607064247131,0.4207037389278412,0.8130081295967102
0.45075124502182007,0.7881873846054077,0.42010748386383057,0.8130081295967102
0.4589677155017853,0.7963340282440186,0.42052945494651794,0.8130081295967102
0.4516509175300598,0.7861506938934326,0.4217090904712677,0.8130081295967102
0.419089138507843,0.790224015712738,0.4198708236217499,0.8130081295967102
0.44883522391319275,0.7780040502548218,0.4178256690502167,0.8130081295967102
0.4415639638900757,0.7861506938934326,0.4168277084827423,0.8211382031440735
0.4209458529949188,0.8024439811706543,0.41992250084877014,0.8130081295967102
0.4384751617908478,0.7841140627861023,0.41980990767478943,0.8130081295967102
0.44381263852119446,0.7841140627861023,0.41786131262779236,0.8130081295967102
0.4310295879840851,0.7942973375320435,0.4202810823917389,0.8048780560493469
0.4173225164413452,0.790224015712738,0.4211447536945343,0.7967479825019836
0.41069456934928894,0.800407350063324,0.4197598695755005,0.8130081295967102
0.4404660165309906,0.8024439811706543,0.42064031958580017,0.7967479825019836
0.43803679943084717,0.7881873846054077,0.4185572564601898,0.8048780560493469
0.43713659048080444,0.7922607064247131,0.42058849334716797,0.8048780560493469
0.4483916759490967,0.7922607064247131,0.41919007897377014,0.8048780560493469
0.4354372024536133,0.7922607064247131,0.4175260365009308,0.8048780560493469
0.43861809372901917,0.8024439811706543,0.4173671007156372,0.8048780560493469
0.4244144558906555,0.7963340282440186,0.4149465262889862,0.8130081295967102
0.4367573857307434,0.7983706593513489,0.4121228754520416,0.8211382031440735
0.4232989251613617,0.7983706593513489,0.41405364871025085,0.8048780560493469
0.43157148361206055,0.8044806718826294,0.4166412353515625,0.8048780560493469
0.44684475660324097,0.7780040502548218,0.4165697693824768,0.8048780560493469
0.4284902513027191,0.8044806718826294,0.4186246395111084,0.8048780560493469
0.44473642110824585,0.7942973375320435,0.41786009073257446,0.8048780560493469
0.4286946654319763,0.800407350063324,0.4195677638053894,0.8130081295967102
0.43146610260009766,0.800407350063324,0.414871484041214,0.8048780560493469
0.4280248284339905,0.8085539937019348,0.41478195786476135,0.8130081295967102
0.43155527114868164,0.7780040502548218,0.4181526303291321,0.8130081295967102
0.4369843900203705,0.8085539937019348,0.42032867670059204,0.8048780560493469
0.4453722834587097,0.7841140627861023,0.4199494421482086,0.8048780560493469
0.4362281262874603,0.8044806718826294,0.41975972056388855,0.8130081295967102
0.4359586238861084,0.7841140627861023,0.4186602532863617,0.8130081295967102
0.45280587673187256,0.7759674191474915,0.4166008532047272,0.8048780560493469
0.43414393067359924,0.7983706593513489,0.42082810401916504,0.8130081295967102
